číselník,číselník_název_cs,číselník_název_en,číselník_položka,číselník_položka_kód,číselník_položka_název_cs,číselník_položka_název_en
https://data.mff.cuni.cz/zdroj/číselníky/vypisovatelé-výběrových-řízení,Vypisovatelé výběrových řízení Univerzity Karlovy,Publishers of employment positions at Charles University,https://data.mff.cuni.cz/zdroj/číselníky/vypisovatelé-výběrových-řízení/položky/děkan,děkan,Děkan,Dean
https://data.mff.cuni.cz/zdroj/číselníky/vypisovatelé-výběrových-řízení,Vypisovatelé výběrových řízení Univerzity Karlovy,Publishers of employment positions at Charles University,https://data.mff.cuni.cz/zdroj/číselníky/vypisovatelé-výběrových-řízení/položky/rektor,rektor,Rektor,Rector
